"","Index","Latitude","Longitude","Climate","Population.Status","Weight","Height","Wing.Chord","Colour","Sex","Nesting.Site","Nesting.Height","Number.of.Eggs","Egg.Weight","Flock","Home.Range","Predator.Presence","Predator.Type"
"393","MA",55,-97,"Semi-Coastal","Introduced",29.93,12.36,6.6,"Grey","Female","Tree",541.78,2,2.84,"E","Medium","No",NA
"394","MA",55,-97,"Semi-Coastal","Introduced",33.26,14.19,6.88,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"395","MA",55,-97,"Semi-Coastal","Introduced",32.24,13.17,6.72,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"396","MA",55,-97,"Semi-Coastal","Introduced",30.51,12.94,6.69,"Black","Female","Shrub",58.03,1,2.62,"D","Large","No",NA
"397","MA",55,-97,"Semi-Coastal","Introduced",32.66,13.59,6.79,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"398","MA",55,-97,"Semi-Coastal","Introduced",32.81,15.24,7.03,"Brown","Female","Tree",1258.52,3,3.17,"C","Large","No",NA
"399","MA",55,-97,"Semi-Coastal","Introduced",30.01,12.44,6.61,"Black","Female","Tree",1015.71,1,2.59,"D","Large","No",NA
"400","MA",55,-97,"Semi-Coastal","Introduced",32.32,13.25,6.74,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"401","MA",55,-97,"Semi-Coastal","Introduced",33.31,15.74,7.11,"Black","Female","Shrub",70.91,2,2.96,"D","Large","No",NA
"402","MA",55,-97,"Semi-Coastal","Introduced",31.63,14.05,6.86,"Grey","Female","Shrub",45.36,2,2.75,"E","Medium","No",NA
"403","MA",55,-97,"Semi-Coastal","Introduced",29.7,12.13,6.57,"Grey","Female","Tree",633.06,1,2.71,"E","Medium","No",NA
"404","MA",55,-97,"Semi-Coastal","Introduced",34.62,15.55,7.08,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"405","MA",55,-97,"Semi-Coastal","Introduced",31.42,12.35,6.6,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"406","MA",55,-97,"Semi-Coastal","Introduced",31.3,13.73,6.81,"Black","Female","Shrub",50.52,2,2.84,"D","Large","No",NA
"407","MA",55,-97,"Semi-Coastal","Introduced",31.44,12.37,6.6,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"408","MA",55,-97,"Semi-Coastal","Introduced",32.57,13.5,6.77,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"409","MA",55,-97,"Semi-Coastal","Introduced",33.46,15.89,7.13,"Grey","Female","Tree",1604.75,3,3.17,"E","Medium","No",NA
"410","MA",55,-97,"Semi-Coastal","Introduced",34,14.93,6.99,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"411","MA",55,-97,"Semi-Coastal","Introduced",32.05,12.98,6.69,"Brown","Male",NA,NA,NA,NA,"C","Large","No",NA
"412","MA",55,-97,"Semi-Coastal","Introduced",30.44,12.86,6.68,"Brown","Female","Tree",587.49,1,2.61,"C","Large","No",NA
"413","MA",55,-97,"Semi-Coastal","Introduced",33.1,14.03,6.85,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"414","MA",55,-97,"Semi-Coastal","Introduced",29.93,12.36,6.6,"Grey","Female","Shrub",25.36,2,2.77,"E","Medium","No",NA
"415","MA",55,-97,"Semi-Coastal","Introduced",30.05,12.48,6.62,"Black","Female","Tree",1228.62,3,3.27,"D","Large","No",NA
"416","MA",55,-97,"Semi-Coastal","Introduced",33.75,14.67,6.95,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"417","MA",55,-97,"Semi-Coastal","Introduced",30.95,13.38,6.75,"Grey","Female","Tree",871,2,2.93,"E","Medium","No",NA
"418","MA",55,-97,"Semi-Coastal","Introduced",33.24,14.17,6.87,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"419","MA",55,-97,"Semi-Coastal","Introduced",34.22,15.15,7.02,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"420","MA",55,-97,"Semi-Coastal","Introduced",30.91,13.34,6.75,"Grey","Female","Tree",790.16,1,2.55,"E","Medium","No",NA
"421","MA",55,-97,"Semi-Coastal","Introduced",29.5,11.93,6.54,"Black","Female","Shrub",56.08,3,3.23,"D","Large","No",NA
"422","MA",55,-97,"Semi-Coastal","Introduced",30.22,12.65,6.65,"Black","Female","Shrub",45.67,1,2.59,"D","Large","No",NA
"423","MA",55,-97,"Semi-Coastal","Introduced",30.67,13.1,6.71,"Black","Female","Tree",1019.11,2,2.87,"D","Large","No",NA
"424","MA",55,-97,"Semi-Coastal","Introduced",32.19,13.11,6.72,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"425","MA",55,-97,"Semi-Coastal","Introduced",30.94,13.37,6.75,"Grey","Female","Shrub",29.27,1,2.59,"E","Medium","No",NA
"426","MA",55,-97,"Semi-Coastal","Introduced",31.35,13.78,6.82,"Grey","Female","Shrub",70.92,2,2.82,"E","Medium","No",NA
"427","MA",55,-97,"Semi-Coastal","Introduced",30.36,12.79,6.67,"Grey","Female","Tree",1597.69,3,3.3,"E","Medium","No",NA
"428","MA",55,-97,"Semi-Coastal","Introduced",32.33,13.26,6.74,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"429","MA",55,-97,"Semi-Coastal","Introduced",34.43,15.36,7.05,"Brown","Male",NA,NA,NA,NA,"C","Large","No",NA
"430","MA",55,-97,"Semi-Coastal","Introduced",31.12,13.55,6.78,"Brown","Female","Shrub",27.32,2,3.11,"C","Large","No",NA
"432","MA",55,-97,"Semi-Coastal","Introduced",32.55,13.48,6.77,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"433","MA",55,-97,"Semi-Coastal","Introduced",33.07,14,6.85,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"434","MA",55,-97,"Semi-Coastal","Introduced",32.01,12.94,6.69,"Brown","Male",NA,NA,NA,NA,"C","Large","No",NA
"435","MA",55,-97,"Semi-Coastal","Introduced",32.37,14.8,6.97,"Grey","Female","Tree",616.97,1,2.69,"E","Medium","No",NA
"436","MA",55,-97,"Semi-Coastal","Introduced",29.96,12.39,6.61,"Grey","Female","Shrub",39.47,2,2.93,"E","Medium","No",NA
"437","MA",55,-97,"Semi-Coastal","Introduced",32.19,14.62,6.94,"Grey","Female","Tree",898.75,1,2.59,"E","Medium","No",NA
"438","MA",55,-97,"Semi-Coastal","Introduced",29.58,12.01,6.55,"Grey","Female","Tree",1772.59,1,2.62,"E","Medium","No",NA
"439","MA",55,-97,"Semi-Coastal","Introduced",31.03,11.96,6.54,"Brown","Male",NA,NA,NA,NA,"C","Large","No",NA
"440","MA",55,-97,"Semi-Coastal","Introduced",32.49,13.42,6.76,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"441","MA",55,-97,"Semi-Coastal","Introduced",32.72,13.65,6.8,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"442","MA",55,-97,"Semi-Coastal","Introduced",32.82,13.75,6.81,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"443","MA",55,-97,"Semi-Coastal","Introduced",31.66,14.09,6.86,"Grey","Female","Shrub",36.01,2,3.06,"E","Medium","No",NA
"444","MA",55,-97,"Semi-Coastal","Introduced",30.05,12.48,6.62,"Black","Female","Tree",1181.56,2,2.8,"D","Large","No",NA
"445","MA",55,-97,"Semi-Coastal","Introduced",29.5,11.93,6.54,"Black","Female","Shrub",45.82,2,2.95,"D","Large","No",NA
"446","MA",55,-97,"Semi-Coastal","Introduced",32.27,13.2,6.73,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"447","MA",55,-97,"Semi-Coastal","Introduced",31.31,13.74,6.81,"Black","Female","Shrub",70.62,3,3.15,"D","Large","No",NA
"448","MA",55,-97,"Semi-Coastal","Introduced",32.38,13.31,6.74,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"449","MA",55,-97,"Semi-Coastal","Introduced",30.2,12.63,6.64,"Grey","Female","Tree",508.28,2,2.79,"E","Medium","No",NA
"450","LO",31,-92,"Coastal","Introduced",32.72,16.22,7.26,"Grey","Female","Tree",1800.54,3,3.23,"E","Small","No",NA
"451","LO",31,-92,"Coastal","Introduced",30.74,12.74,6.73,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"452","LO",31,-92,"Coastal","Introduced",31.24,13.24,6.81,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"453","LO",31,-92,"Coastal","Introduced",31.53,13.53,6.85,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"454","LO",31,-92,"Coastal","Introduced",30.97,12.97,6.77,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"455","LO",31,-92,"Coastal","Introduced",29.49,12.99,6.77,"Black","Female","Shrub",79.31,2,2.54,"D","Small","No",NA
"456","LO",31,-92,"Coastal","Introduced",32.69,14.69,7.02,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"457","LO",31,-92,"Coastal","Introduced",30.32,13.82,6.89,"Grey","Female","Shrub",27.05,2,2.64,"E","Small","No",NA
"458","LO",31,-92,"Coastal","Introduced",32.09,14.09,6.94,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"459","LO",31,-92,"Coastal","Introduced",34.13,16.13,7.24,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"460","LO",31,-92,"Coastal","Introduced",32.29,14.29,6.97,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"461","LO",31,-92,"Coastal","Introduced",34.65,16.65,7.32,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"462","LO",31,-92,"Coastal","Introduced",32.72,16.22,7.25,"Black","Female","Shrub",34.59,2,2.69,"D","Small","No",NA
"463","LO",31,-92,"Coastal","Introduced",32.26,14.26,6.96,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"464","LO",31,-92,"Coastal","Introduced",33.83,15.83,7.2,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"465","LO",31,-92,"Coastal","Introduced",32.41,14.41,6.98,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"466","LO",31,-92,"Coastal","Introduced",29.54,13.04,6.78,"Brown","Female","Shrub",38.82,2,2.58,"C","Small","No",NA
"467","LO",31,-92,"Coastal","Introduced",31.63,13.63,6.87,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"468","LO",31,-92,"Coastal","Introduced",30.43,13.93,6.91,"Grey","Female","Tree",581.13,2,2.59,"E","Small","No",NA
"469","LO",31,-92,"Coastal","Introduced",32.93,14.93,7.06,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"470","LO",31,-92,"Coastal","Introduced",31.28,14.78,7.04,"Black","Female","Shrub",30.44,3,2.92,"D","Small","No",NA
"471","LO",31,-92,"Coastal","Introduced",32.64,14.64,7.02,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"472","LO",31,-92,"Coastal","Introduced",31.74,15.24,7.11,"Grey","Female","Tree",757,2,2.75,"E","Small","No",NA
"473","LO",31,-92,"Coastal","Introduced",29.05,12.55,6.7,"Grey","Female","Shrub",30.79,2,2.81,"E","Small","No",NA
"474","LO",31,-92,"Coastal","Introduced",31.71,15.21,7.1,"Grey","Female","Shrub",56.22,3,3.21,"E","Small","No",NA
"475","LO",31,-92,"Coastal","Introduced",32.12,14.12,6.94,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"476","LO",31,-92,"Coastal","Introduced",31.19,14.69,7.03,"Black","Female","Shrub",43.25,2,2.85,"D","Small","No",NA
"477","LO",31,-92,"Coastal","Introduced",32.53,14.53,7,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"478","LO",31,-92,"Coastal","Introduced",29.45,12.95,6.77,"Grey","Female","Shrub",47.29,4,3.32,"E","Small","No",NA
"479","LO",31,-92,"Coastal","Introduced",31.66,13.66,6.87,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"480","LO",31,-92,"Coastal","Introduced",29.57,13.07,6.78,"Black","Female","Tree",855.7,3,3.23,"D","Small","No",NA
"481","LO",31,-92,"Coastal","Introduced",32.66,14.66,7.02,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"482","LO",31,-92,"Coastal","Introduced",32.05,14.05,6.93,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"483","LO",31,-92,"Coastal","Introduced",31.86,13.86,6.9,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"484","LO",31,-92,"Coastal","Introduced",31.52,13.52,6.85,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"485","LO",31,-92,"Coastal","Introduced",29.88,13.38,6.83,"Grey","Female","Shrub",77.85,2,2.84,"E","Small","No",NA
"486","LO",31,-92,"Coastal","Introduced",32.94,14.94,7.06,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"487","LO",31,-92,"Coastal","Introduced",29.33,12.83,6.75,"Black","Female","Shrub",50.35,3,3.15,"D","Small","No",NA
"488","LO",31,-92,"Coastal","Introduced",30.3,13.8,6.89,"Grey","Female","Shrub",85.75,2,2.87,"E","Small","No",NA
"489","LO",31,-92,"Coastal","Introduced",32.25,14.25,6.96,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"490","LO",31,-92,"Coastal","Introduced",31.66,15.16,7.1,"Black","Female","Tree",660.26,2,2.6,"D","Small","No",NA
"491","LO",31,-92,"Coastal","Introduced",31.24,13.24,6.81,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"492","LO",31,-92,"Coastal","Introduced",30.15,13.65,6.87,"Black","Female","Shrub",79.22,2,2.71,"D","Small","No",NA
"493","LO",31,-92,"Coastal","Introduced",30.63,12.63,6.72,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"494","LO",31,-92,"Coastal","Introduced",30.05,13.55,6.85,"Grey","Female","Tree",668.45,2,2.77,"E","Small","No",NA
"495","LO",31,-92,"Coastal","Introduced",31.54,13.54,6.85,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"496","LO",31,-92,"Coastal","Introduced",33.29,15.29,7.12,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"497","LO",31,-92,"Coastal","Introduced",31.03,14.53,7,"Grey","Female","Shrub",49.86,3,2.97,"E","Small","No",NA
"498","LO",31,-92,"Coastal","Introduced",30.54,14.04,6.93,"Grey","Female","Tree",1261.85,3,2.94,"E","Small","No",NA
"499","LO",31,-92,"Coastal","Introduced",31.37,14.87,7.05,"Grey","Female","Shrub",73.44,3,2.92,"E","Small","No",NA
"500","LO",31,-92,"Coastal","Introduced",30.17,13.67,6.87,"Brown","Female","Tree",959.07,3,3.04,"C","Small","No",NA
"501","LO",31,-92,"Coastal","Introduced",30.43,13.93,6.91,"Black","Female","Tree",1053.43,2,2.5,"D","Small","No",NA
"502","LO",31,-92,"Coastal","Introduced",30.8,14.3,6.97,"Black","Female","Tree",1766.49,3,3.03,"D","Small","No",NA
"503","LO",31,-92,"Coastal","Introduced",32.14,15.64,7.17,"Black","Female","Shrub",52.02,2,2.81,"D","Small","No",NA
"504","LO",31,-92,"Coastal","Introduced",31.16,14.66,7.02,"Black","Female","Tree",1124.95,3,2.93,"D","Small","No",NA
"505","LO",31,-92,"Coastal","Introduced",32.42,14.42,6.98,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"506","LO",31,-92,"Coastal","Introduced",30.37,12.37,6.68,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"507","LO",31,-92,"Coastal","Introduced",32.26,14.26,6.96,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"508","LO",31,-92,"Coastal","Introduced",32.1,14.1,6.94,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"509","LO",31,-92,"Coastal","Introduced",31.04,13.04,6.78,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"510","LO",31,-92,"Coastal","Introduced",32.01,14.01,6.92,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"511","LO",31,-92,"Coastal","Introduced",30.6,14.1,6.94,"Brown","Female","Shrub",31.59,3,2.89,"C","Small","No",NA
"512","LO",31,-92,"Coastal","Introduced",30.98,14.48,6.99,"Black","Female","Tree",1950.86,2,2.58,"D","Small","No",NA
"513","LO",31,-92,"Coastal","Introduced",31.14,14.64,7.02,"Black","Female","Shrub",40.39,2,2.72,"D","Small","No",NA
"514","LO",31,-92,"Coastal","Introduced",30.76,14.26,6.96,"Brown","Female","Tree",1798.51,2,2.6,"C","Small","No",NA
"515","LO",31,-92,"Coastal","Introduced",31.55,15.05,7.08,"Black","Female","Shrub",44.93,3,2.92,"D","Small","No",NA
"516","LO",31,-92,"Coastal","Introduced",32.71,14.71,7.03,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"517","LO",31,-92,"Coastal","Introduced",33.09,15.09,7.09,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"518","LO",31,-92,"Coastal","Introduced",33.2,15.2,7.1,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"519","LO",31,-92,"Coastal","Introduced",32.64,14.64,7.02,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"520","LO",31,-92,"Coastal","Introduced",32.37,14.37,6.98,"Brown","Male",NA,NA,NA,NA,"B","Small","No",NA
"521","LO",31,-92,"Coastal","Introduced",29.51,13.01,6.77,"Black","Female","Shrub",59.82,2,2.8,"D","Small","No",NA
"522","LO",31,-92,"Coastal","Introduced",29.82,13.32,6.82,"Grey","Female","Shrub",57.6,2,2.76,"E","Small","No",NA
"523","LO",31,-92,"Coastal","Introduced",29.57,13.07,6.78,"Black","Female","Shrub",55.58,2,2.69,"D","Small","No",NA
"524","LO",31,-92,"Coastal","Introduced",30.3,12.3,6.67,"Brown","Male",NA,NA,NA,NA,"A","Medium","No",NA
"525","LO",31,-92,"Coastal","Introduced",29.11,12.61,6.71,"Brown","Female","Tree",1113.41,2,2.66,"C","Small","No",NA
"526","LO",31,-92,"Coastal","Introduced",31.05,13.05,6.78,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"527","LO",31,-92,"Coastal","Introduced",31.38,13.38,6.83,"Brown","Male",NA,NA,NA,NA,"C","Small","No",NA
"528","LO",31,-92,"Coastal","Introduced",30.38,13.88,6.9,"Black","Female","Shrub",64.59,3,2.97,"D","Small","No",NA
"529","LO",31,-92,"Coastal","Introduced",32.86,16.36,7.28,"Grey","Female","Tree",1663.62,2,2.55,"E","Small","No",NA
"530","LO",31,-92,"Coastal","Introduced",30.78,14.28,6.96,"Grey","Female","Tree",1163.69,2,2.75,"E","Small","No",NA
"531","BE",17.25,-88.75,"Coastal","Introduced",30.68,14.56,7.14,"Black","Male",NA,NA,NA,NA,"C","Large","Yes","Avian"
"532","BE",17.25,-88.75,"Coastal","Introduced",31.6,15.48,7.27,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"533","BE",17.25,-88.75,"Coastal","Introduced",28.8,14.18,7.08,"Black","Female","Shrub",43.73,3,2.66,"D","Small","Yes","Avian"
"534","BE",17.25,-88.75,"Coastal","Introduced",28.71,14.09,7.07,"Black","Female","Shrub",57.61,4,2.85,"D","Small","Yes","Avian"
"535","BE",17.25,-88.75,"Coastal","Introduced",31.5,15.38,7.26,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"536","BE",17.25,-88.75,"Coastal","Introduced",29.15,14.54,7.13,"Black","Female","Shrub",38.05,3,2.59,"D","Small","Yes","Avian"
"537","BE",17.25,-88.75,"Coastal","Introduced",30.59,14.47,7.12,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"538","BE",17.25,-88.75,"Coastal","Introduced",28.17,13.56,6.98,"Brown","Female","Shrub",36.74,3,2.57,"E","Small","Yes","Avian"
"539","BE",17.25,-88.75,"Coastal","Introduced",26.25,11.63,6.7,"Black","Female","Shrub",56.04,4,2.83,"D","Small","Yes","Avian"
"540","BE",17.25,-88.75,"Coastal","Introduced",28.67,14.05,7.06,"Black","Female","Shrub",43.38,3,2.66,"D","Small","Yes","Avian"
"541","BE",17.25,-88.75,"Coastal","Introduced",30,13.88,7.03,"Black","Male",NA,NA,NA,NA,"C","Large","Yes","Avian"
"542","BE",17.25,-88.75,"Coastal","Introduced",31.05,14.94,7.19,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"543","BE",17.25,-88.75,"Coastal","Introduced",31.18,15.07,7.21,"Grey","Male",NA,NA,NA,NA,"C","Large","Yes","Avian"
"544","BE",17.25,-88.75,"Coastal","Introduced",27.97,13.35,6.95,"Black","Female","Shrub",42.45,3,2.65,"C","Large","Yes","Avian"
"545","BE",17.25,-88.75,"Coastal","Introduced",30.83,14.71,7.16,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"546","BE",17.25,-88.75,"Coastal","Introduced",28.45,13.83,7.03,"Brown","Female","Tree",970.39,3,2.46,"E","Small","Yes","Avian"
"547","BE",17.25,-88.75,"Coastal","Introduced",32.27,16.15,7.37,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"548","BE",17.25,-88.75,"Coastal","Introduced",30.49,14.37,7.11,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"549","BE",17.25,-88.75,"Coastal","Introduced",32.32,16.2,7.38,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"550","BE",17.25,-88.75,"Coastal","Introduced",29.02,14.41,7.11,"Black","Female","Shrub",28.68,2,2.08,"C","Large","Yes","Avian"
"551","BE",17.25,-88.75,"Coastal","Introduced",32.04,15.93,7.34,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"552","BE",17.25,-88.75,"Coastal","Introduced",30.75,14.63,7.15,"Grey","Male",NA,NA,NA,NA,"C","Large","Yes","Avian"
"553","BE",17.25,-88.75,"Coastal","Introduced",28.86,14.24,7.09,"Black","Female","Shrub",20.17,3,2.56,"D","Small","Yes","Avian"
"554","BE",17.25,-88.75,"Coastal","Introduced",30.78,14.67,7.15,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"555","BE",17.25,-88.75,"Coastal","Introduced",31,16.39,7.41,"Black","Female","Shrub",36.1,3,2.53,"D","Small","Yes","Avian"
"556","BE",17.25,-88.75,"Coastal","Introduced",28.15,13.54,6.98,"Brown","Female","Shrub",33.6,3,2.74,"E","Small","Yes","Avian"
"557","BE",17.25,-88.75,"Coastal","Introduced",29.7,13.58,6.99,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"558","BE",17.25,-88.75,"Coastal","Introduced",31.21,16.59,7.44,"Black","Female","Shrub",49.38,3,2.77,"D","Small","Yes","Avian"
"559","BE",17.25,-88.75,"Coastal","Introduced",29.86,15.25,7.24,"Black","Female","Shrub",51.32,3,2.42,"C","Large","Yes","Avian"
"560","BE",17.25,-88.75,"Coastal","Introduced",27.24,12.62,6.84,"Black","Female","Shrub",25.58,3,2.69,"E","Small","Yes","Avian"
"561","BE",17.25,-88.75,"Coastal","Introduced",32.27,16.15,7.37,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"562","BE",17.25,-88.75,"Coastal","Introduced",30.22,15.61,7.29,"Black","Female","Tree",1294.14,3,2.52,"D","Small","Yes","Avian"
"563","BE",17.25,-88.75,"Coastal","Introduced",27.71,13.09,6.91,"Brown","Female","Shrub",46.04,4,2.98,"E","Small","Yes","Avian"
"564","BE",17.25,-88.75,"Coastal","Introduced",29.99,13.87,7.03,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"565","BE",17.25,-88.75,"Coastal","Introduced",32.02,15.9,7.34,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"566","BE",17.25,-88.75,"Coastal","Introduced",31.19,15.07,7.21,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"567","BE",17.25,-88.75,"Coastal","Introduced",30.1,15.49,7.27,"Brown","Female","Shrub",32.8,3,2.63,"E","Small","Yes","Avian"
"568","BE",17.25,-88.75,"Coastal","Introduced",28.56,13.94,7.04,"Brown","Female","Shrub",67.66,4,2.99,"E","Small","Yes","Avian"
"569","BE",17.25,-88.75,"Coastal","Introduced",30.7,14.58,7.14,"Grey","Male",NA,NA,NA,NA,"C","Large","Yes","Avian"
"570","BE",17.25,-88.75,"Coastal","Introduced",29.73,15.11,7.22,"Black","Female","Shrub",40.93,3,2.63,"D","Small","Yes","Avian"
"571","BE",17.25,-88.75,"Coastal","Introduced",29.62,15.01,7.2,"Brown","Female","Shrub",68.37,4,2.94,"E","Small","Yes","Avian"
"572","BE",17.25,-88.75,"Coastal","Introduced",30.15,14.03,7.06,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"573","BE",17.25,-88.75,"Coastal","Introduced",30.99,14.87,7.18,"Black","Male",NA,NA,NA,NA,"C","Large","Yes","Avian"
"574","BE",17.25,-88.75,"Coastal","Introduced",29,14.38,7.11,"Black","Female","Shrub",41.44,3,2.68,"E","Small","Yes","Avian"
"575","BE",17.25,-88.75,"Coastal","Introduced",31.37,15.26,7.24,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"576","BE",17.25,-88.75,"Coastal","Introduced",28.8,12.69,6.85,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"577","BE",17.25,-88.75,"Coastal","Introduced",28.6,13.98,7.05,"Black","Female","Shrub",64.25,3,2.6,"C","Large","Yes","Avian"
"578","BE",17.25,-88.75,"Coastal","Introduced",31.04,14.93,7.19,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"579","BE",17.25,-88.75,"Coastal","Introduced",29.53,14.91,7.19,"Brown","Female","Shrub",44.86,3,2.69,"E","Small","Yes","Avian"
"580","BE",17.25,-88.75,"Coastal","Introduced",30.12,14,7.05,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"581","BE",17.25,-88.75,"Coastal","Introduced",31.84,15.72,7.31,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"582","BE",17.25,-88.75,"Coastal","Introduced",30.4,14.28,7.09,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"583","BE",17.25,-88.75,"Coastal","Introduced",31.35,15.23,7.24,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"584","BE",17.25,-88.75,"Coastal","Introduced",30.66,14.55,7.13,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"585","BE",17.25,-88.75,"Coastal","Introduced",30.23,15.62,7.29,"Brown","Female","Shrub",39,4,3.03,"E","Small","Yes","Avian"
"586","BE",17.25,-88.75,"Coastal","Introduced",31.34,15.22,7.23,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"587","BE",17.25,-88.75,"Coastal","Introduced",28.48,13.87,7.03,"Black","Female","Tree",837.78,3,2.46,"D","Small","Yes","Avian"
"588","BE",17.25,-88.75,"Coastal","Introduced",30.16,14.04,7.06,"Grey","Male",NA,NA,NA,NA,"B","Small","Yes","Avian"
"589","BE",17.25,-88.75,"Coastal","Introduced",29.26,13.14,6.92,"Grey","Male",NA,NA,NA,NA,"A","Small","Yes","Avian"
"590","BE",17.25,-88.75,"Coastal","Introduced",30.01,15.4,7.26,"Black","Female","Shrub",45.33,3,2.47,"E","Small","Yes","Avian"
"591","BE",17.25,-88.75,"Coastal","Introduced",29.82,15.2,7.23,"Brown","Female","Shrub",71.14,4,3.07,"E","Small","Yes","Avian"
