,Site,Index,Latitude,Longitude,Climate,Population Status,Weight,Height,Wing Chord,Colour,Sex,Nesting Site,Nesting Height,Number of Eggs,Egg Weight,Flock,Home Range,Flock Size,Predator Presence,Predator Type
371,Nunavut,NU,70,-90,Coastal,Introduced,30.7,12.83,6.65,Brown,Female,Tree,1315.18,2,3.13,E,Large,16,Yes,Non-Avian
372,Nunavut,NU,70,-90,Coastal,Introduced,31.18,13.31,6.72,Brown,Female,Shrub,37.92,2,3.14,E,Large,16,Yes,Non-Avian
373,Nunavut,NU,70,-90,Coastal,Introduced,31.87,12.5,6.6,Grey,Male,NA,     NA,   NA,  NA,B,Medium,17,Yes,Non-Avian
374,Nunavut,NU,70,-90,Coastal,Introduced,33.55,14.18,6.85,Grey,Male,NA,     NA,   NA,  NA,B,Medium,17,Yes,Non-Avian
375,Nunavut,NU,70,-90,Coastal,Introduced,32.68,13.31,6.72,Grey,Male,NA,     NA,   NA,  NA,B,Medium,17,Yes,Non-Avian
376,Nunavut,NU,70,-90,Coastal,Introduced,32.73,13.36,6.73,Grey,Male,NA,     NA,   NA,  NA,A,Large,11,Yes,Non-Avian
377,Nunavut,NU,70,-90,Coastal,Introduced,33.03,13.66,6.78,Grey,Male,NA,     NA,   NA,  NA,A,Large,11,Yes,Non-Avian
378,Nunavut,NU,70,-90,Coastal,Introduced,30.16,12.29,6.57,Black,Female,Tree,1329.65,1,2.71,D,Large,7,Yes,Non-Avian
379,Nunavut,NU,70,-90,Coastal,Introduced,33.65,14.28,6.87,Grey,Male,NA,     NA,   NA,  NA,A,Large,11,Yes,Non-Avian
380,Nunavut,NU,70,-90,Coastal,Introduced,30.72,12.84,6.65,Black,Female,Shrub,35.47,1,2.67,E,Large,16,Yes,Non-Avian
381,Nunavut,NU,70,-90,Coastal,Introduced,31.79,13.92,6.82,Brown,Female,Tree,1513.79,2,2.91,E,Large,16,Yes,Non-Avian
382,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.38,13.81,6.82,Black,Female,Tree,1094.36,2,2.88,D,Large,14,No,NA
383,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.48,12.91,6.68,Grey,Female,Tree,779.51,1,2.7,E,Medium,21,No,NA
384,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.48,14.4,6.91,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
385,Manitoba,MA,55,-97,Semi-Coastal,Introduced,34.33,15.26,7.04,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
386,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.13,13.56,6.78,Grey,Female,Shrub,49.04,2,3,E,Medium,21,No,NA
387,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.48,13.9,6.83,Grey,Female,Shrub,35.55,3,3.17,E,Medium,21,No,NA
388,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.8,12.23,6.58,Grey,Female,Tree,1304.03,2,2.83,E,Medium,21,No,NA
389,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.85,14.27,6.89,Black,Female,Tree,1604.52,2,2.9,D,Large,14,No,NA
390,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.15,13.58,6.79,Brown,Female,Tree,1008.47,1,2.57,C,Large,8,No,NA
391,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.56,12.49,6.62,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
392,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.83,15.26,7.04,Black,Female,Tree,1128.81,2,2.98,D,Large,14,No,NA
393,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.93,12.36,6.6,Grey,Female,Tree,541.78,2,2.84,E,Medium,21,No,NA
394,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.26,14.19,6.88,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
395,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.24,13.17,6.72,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
396,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.51,12.94,6.69,Black,Female,Shrub,58.03,1,2.62,D,Large,14,No,NA
397,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.66,13.59,6.79,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
398,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.81,15.24,7.03,Brown,Female,Tree,1258.52,3,3.17,C,Large,8,No,NA
399,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.01,12.44,6.61,Black,Female,Tree,1015.71,1,2.59,D,Large,14,No,NA
400,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.32,13.25,6.74,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
401,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.31,15.74,7.11,Black,Female,Shrub,70.91,2,2.96,D,Large,14,No,NA
402,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.63,14.05,6.86,Grey,Female,Shrub,45.36,2,2.75,E,Medium,21,No,NA
403,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.7,12.13,6.57,Grey,Female,Tree,633.06,1,2.71,E,Medium,21,No,NA
404,Manitoba,MA,55,-97,Semi-Coastal,Introduced,34.62,15.55,7.08,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
405,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.42,12.35,6.6,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
406,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.3,13.73,6.81,Black,Female,Shrub,50.52,2,2.84,D,Large,14,No,NA
407,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.44,12.37,6.6,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
408,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.57,13.5,6.77,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
409,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.46,15.89,7.13,Grey,Female,Tree,1604.75,3,3.17,E,Medium,21,No,NA
410,Manitoba,MA,55,-97,Semi-Coastal,Introduced,34,14.93,6.99,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
411,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.05,12.98,6.69,Brown,Male,NA,     NA,   NA,  NA,C,Large,8,No,NA
412,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.44,12.86,6.68,Brown,Female,Tree,587.49,1,2.61,C,Large,8,No,NA
413,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.1,14.03,6.85,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
414,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.93,12.36,6.6,Grey,Female,Shrub,25.36,2,2.77,E,Medium,21,No,NA
415,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.05,12.48,6.62,Black,Female,Tree,1228.62,3,3.27,D,Large,14,No,NA
416,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.75,14.67,6.95,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
417,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.95,13.38,6.75,Grey,Female,Tree,871,2,2.93,E,Medium,21,No,NA
418,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.24,14.17,6.87,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
419,Manitoba,MA,55,-97,Semi-Coastal,Introduced,34.22,15.15,7.02,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
420,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.91,13.34,6.75,Grey,Female,Tree,790.16,1,2.55,E,Medium,21,No,NA
421,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.5,11.93,6.54,Black,Female,Shrub,56.08,3,3.23,D,Large,14,No,NA
422,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.22,12.65,6.65,Black,Female,Shrub,45.67,1,2.59,D,Large,14,No,NA
423,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.67,13.1,6.71,Black,Female,Tree,1019.11,2,2.87,D,Large,14,No,NA
424,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.19,13.11,6.72,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
425,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.94,13.37,6.75,Grey,Female,Shrub,29.27,1,2.59,E,Medium,21,No,NA
426,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.35,13.78,6.82,Grey,Female,Shrub,70.92,2,2.82,E,Medium,21,No,NA
427,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.36,12.79,6.67,Grey,Female,Tree,1597.69,3,3.3,E,Medium,21,No,NA
428,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.33,13.26,6.74,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
429,Manitoba,MA,55,-97,Semi-Coastal,Introduced,34.43,15.36,7.05,Brown,Male,NA,     NA,   NA,  NA,C,Large,8,No,NA
430,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.12,13.55,6.78,Brown,Female,Shrub,27.32,2,3.11,C,Large,8,No,NA
431,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.3,13.72,6.81,Grey,Female,Ground,0,1,2.72,E,Medium,21,No,NA
432,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.55,13.48,6.77,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
433,Manitoba,MA,55,-97,Semi-Coastal,Introduced,33.07,14,6.85,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
434,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.01,12.94,6.69,Brown,Male,NA,     NA,   NA,  NA,C,Large,8,No,NA
435,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.37,14.8,6.97,Grey,Female,Tree,616.97,1,2.69,E,Medium,21,No,NA
436,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.96,12.39,6.61,Grey,Female,Shrub,39.47,2,2.93,E,Medium,21,No,NA
437,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.19,14.62,6.94,Grey,Female,Tree,898.75,1,2.59,E,Medium,21,No,NA
438,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.58,12.01,6.55,Grey,Female,Tree,1772.59,1,2.62,E,Medium,21,No,NA
439,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.03,11.96,6.54,Brown,Male,NA,     NA,   NA,  NA,C,Large,8,No,NA
440,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.49,13.42,6.76,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
441,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.72,13.65,6.8,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
442,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.82,13.75,6.81,Brown,Male,NA,     NA,   NA,  NA,B,Small,13,No,NA
443,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.66,14.09,6.86,Grey,Female,Shrub,36.01,2,3.06,E,Medium,21,No,NA
444,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.05,12.48,6.62,Black,Female,Tree,1181.56,2,2.8,D,Large,14,No,NA
445,Manitoba,MA,55,-97,Semi-Coastal,Introduced,29.5,11.93,6.54,Black,Female,Shrub,45.82,2,2.95,D,Large,14,No,NA
446,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.27,13.2,6.73,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
447,Manitoba,MA,55,-97,Semi-Coastal,Introduced,31.31,13.74,6.81,Black,Female,Shrub,70.62,3,3.15,D,Large,14,No,NA
448,Manitoba,MA,55,-97,Semi-Coastal,Introduced,32.38,13.31,6.74,Brown,Male,NA,     NA,   NA,  NA,A,Medium,12,No,NA
449,Manitoba,MA,55,-97,Semi-Coastal,Introduced,30.2,12.63,6.64,Grey,Female,Tree,508.28,2,2.79,E,Medium,21,No,NA
450,Louisiana,LO,31,-92,Coastal,Introduced,32.72,16.22,7.26,Grey,Female,Tree,1800.54,3,3.23,E,Small,16,No,NA
451,Louisiana,LO,31,-92,Coastal,Introduced,30.74,12.74,6.73,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
452,Louisiana,LO,31,-92,Coastal,Introduced,31.24,13.24,6.81,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
453,Louisiana,LO,31,-92,Coastal,Introduced,31.53,13.53,6.85,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
454,Louisiana,LO,31,-92,Coastal,Introduced,30.97,12.97,6.77,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
455,Louisiana,LO,31,-92,Coastal,Introduced,29.49,12.99,6.77,Black,Female,Shrub,79.31,2,2.54,D,Small,18,No,NA
456,Louisiana,LO,31,-92,Coastal,Introduced,32.69,14.69,7.02,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
457,Louisiana,LO,31,-92,Coastal,Introduced,30.32,13.82,6.89,Grey,Female,Shrub,27.05,2,2.64,E,Small,16,No,NA
458,Louisiana,LO,31,-92,Coastal,Introduced,32.09,14.09,6.94,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
459,Louisiana,LO,31,-92,Coastal,Introduced,34.13,16.13,7.24,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
460,Louisiana,LO,31,-92,Coastal,Introduced,32.29,14.29,6.97,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
461,Louisiana,LO,31,-92,Coastal,Introduced,34.65,16.65,7.32,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
462,Louisiana,LO,31,-92,Coastal,Introduced,32.72,16.22,7.25,Black,Female,Shrub,34.59,2,2.69,D,Small,18,No,NA
463,Louisiana,LO,31,-92,Coastal,Introduced,32.26,14.26,6.96,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
464,Louisiana,LO,31,-92,Coastal,Introduced,33.83,15.83,7.2,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
465,Louisiana,LO,31,-92,Coastal,Introduced,32.41,14.41,6.98,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
466,Louisiana,LO,31,-92,Coastal,Introduced,29.54,13.04,6.78,Brown,Female,Shrub,38.82,2,2.58,C,Small,16,No,NA
467,Louisiana,LO,31,-92,Coastal,Introduced,31.63,13.63,6.87,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
468,Louisiana,LO,31,-92,Coastal,Introduced,30.43,13.93,6.91,Grey,Female,Tree,581.13,2,2.59,E,Small,16,No,NA
469,Louisiana,LO,31,-92,Coastal,Introduced,32.93,14.93,7.06,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
470,Louisiana,LO,31,-92,Coastal,Introduced,31.28,14.78,7.04,Black,Female,Shrub,30.44,3,2.92,D,Small,18,No,NA
471,Louisiana,LO,31,-92,Coastal,Introduced,32.64,14.64,7.02,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
472,Louisiana,LO,31,-92,Coastal,Introduced,31.74,15.24,7.11,Grey,Female,Tree,757,2,2.75,E,Small,16,No,NA
473,Louisiana,LO,31,-92,Coastal,Introduced,29.05,12.55,6.7,Grey,Female,Shrub,30.79,2,2.81,E,Small,16,No,NA
474,Louisiana,LO,31,-92,Coastal,Introduced,31.71,15.21,7.1,Grey,Female,Shrub,56.22,3,3.21,E,Small,16,No,NA
475,Louisiana,LO,31,-92,Coastal,Introduced,32.12,14.12,6.94,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
476,Louisiana,LO,31,-92,Coastal,Introduced,31.19,14.69,7.03,Black,Female,Shrub,43.25,2,2.85,D,Small,18,No,NA
477,Louisiana,LO,31,-92,Coastal,Introduced,32.53,14.53,7,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
478,Louisiana,LO,31,-92,Coastal,Introduced,29.45,12.95,6.77,Grey,Female,Shrub,47.29,4,3.32,E,Small,16,No,NA
479,Louisiana,LO,31,-92,Coastal,Introduced,31.66,13.66,6.87,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
480,Louisiana,LO,31,-92,Coastal,Introduced,29.57,13.07,6.78,Black,Female,Tree,855.7,3,3.23,D,Small,18,No,NA
481,Louisiana,LO,31,-92,Coastal,Introduced,32.66,14.66,7.02,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
482,Louisiana,LO,31,-92,Coastal,Introduced,32.05,14.05,6.93,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
483,Louisiana,LO,31,-92,Coastal,Introduced,31.86,13.86,6.9,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
484,Louisiana,LO,31,-92,Coastal,Introduced,31.52,13.52,6.85,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
485,Louisiana,LO,31,-92,Coastal,Introduced,29.88,13.38,6.83,Grey,Female,Shrub,77.85,2,2.84,E,Small,16,No,NA
486,Louisiana,LO,31,-92,Coastal,Introduced,32.94,14.94,7.06,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
487,Louisiana,LO,31,-92,Coastal,Introduced,29.33,12.83,6.75,Black,Female,Shrub,50.35,3,3.15,D,Small,18,No,NA
488,Louisiana,LO,31,-92,Coastal,Introduced,30.3,13.8,6.89,Grey,Female,Shrub,85.75,2,2.87,E,Small,16,No,NA
489,Louisiana,LO,31,-92,Coastal,Introduced,32.25,14.25,6.96,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
490,Louisiana,LO,31,-92,Coastal,Introduced,31.66,15.16,7.1,Black,Female,Tree,660.26,2,2.6,D,Small,18,No,NA
491,Louisiana,LO,31,-92,Coastal,Introduced,31.24,13.24,6.81,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
492,Louisiana,LO,31,-92,Coastal,Introduced,30.15,13.65,6.87,Black,Female,Shrub,79.22,2,2.71,D,Small,18,No,NA
493,Louisiana,LO,31,-92,Coastal,Introduced,30.63,12.63,6.72,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
494,Louisiana,LO,31,-92,Coastal,Introduced,30.05,13.55,6.85,Grey,Female,Tree,668.45,2,2.77,E,Small,16,No,NA
495,Louisiana,LO,31,-92,Coastal,Introduced,31.54,13.54,6.85,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
496,Louisiana,LO,31,-92,Coastal,Introduced,33.29,15.29,7.12,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
497,Louisiana,LO,31,-92,Coastal,Introduced,31.03,14.53,7,Grey,Female,Shrub,49.86,3,2.97,E,Small,16,No,NA
498,Louisiana,LO,31,-92,Coastal,Introduced,30.54,14.04,6.93,Grey,Female,Tree,1261.85,3,2.94,E,Small,16,No,NA
499,Louisiana,LO,31,-92,Coastal,Introduced,31.37,14.87,7.05,Grey,Female,Shrub,73.44,3,2.92,E,Small,16,No,NA
500,Louisiana,LO,31,-92,Coastal,Introduced,30.17,13.67,6.87,Brown,Female,Tree,959.07,3,3.04,C,Small,16,No,NA
501,Louisiana,LO,31,-92,Coastal,Introduced,30.43,13.93,6.91,Black,Female,Tree,1053.43,2,2.5,D,Small,18,No,NA
502,Louisiana,LO,31,-92,Coastal,Introduced,30.8,14.3,6.97,Black,Female,Tree,1766.49,3,3.03,D,Small,18,No,NA
503,Louisiana,LO,31,-92,Coastal,Introduced,32.14,15.64,7.17,Black,Female,Shrub,52.02,2,2.81,D,Small,18,No,NA
504,Louisiana,LO,31,-92,Coastal,Introduced,31.16,14.66,7.02,Black,Female,Tree,1124.95,3,2.93,D,Small,18,No,NA
505,Louisiana,LO,31,-92,Coastal,Introduced,32.42,14.42,6.98,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
506,Louisiana,LO,31,-92,Coastal,Introduced,30.37,12.37,6.68,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
507,Louisiana,LO,31,-92,Coastal,Introduced,32.26,14.26,6.96,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
508,Louisiana,LO,31,-92,Coastal,Introduced,32.1,14.1,6.94,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
509,Louisiana,LO,31,-92,Coastal,Introduced,31.04,13.04,6.78,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
510,Louisiana,LO,31,-92,Coastal,Introduced,32.01,14.01,6.92,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
511,Louisiana,LO,31,-92,Coastal,Introduced,30.6,14.1,6.94,Brown,Female,Shrub,31.59,3,2.89,C,Small,16,No,NA
512,Louisiana,LO,31,-92,Coastal,Introduced,30.98,14.48,6.99,Black,Female,Tree,1950.86,2,2.58,D,Small,18,No,NA
513,Louisiana,LO,31,-92,Coastal,Introduced,31.14,14.64,7.02,Black,Female,Shrub,40.39,2,2.72,D,Small,18,No,NA
514,Louisiana,LO,31,-92,Coastal,Introduced,30.76,14.26,6.96,Brown,Female,Tree,1798.51,2,2.6,C,Small,16,No,NA
515,Louisiana,LO,31,-92,Coastal,Introduced,31.55,15.05,7.08,Black,Female,Shrub,44.93,3,2.92,D,Small,18,No,NA
516,Louisiana,LO,31,-92,Coastal,Introduced,32.71,14.71,7.03,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
517,Louisiana,LO,31,-92,Coastal,Introduced,33.09,15.09,7.09,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
518,Louisiana,LO,31,-92,Coastal,Introduced,33.2,15.2,7.1,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
519,Louisiana,LO,31,-92,Coastal,Introduced,32.64,14.64,7.02,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
520,Louisiana,LO,31,-92,Coastal,Introduced,32.37,14.37,6.98,Brown,Male,NA,     NA,   NA,  NA,B,Small,16,No,NA
521,Louisiana,LO,31,-92,Coastal,Introduced,29.51,13.01,6.77,Black,Female,Shrub,59.82,2,2.8,D,Small,18,No,NA
522,Louisiana,LO,31,-92,Coastal,Introduced,29.82,13.32,6.82,Grey,Female,Shrub,57.6,2,2.76,E,Small,16,No,NA
523,Louisiana,LO,31,-92,Coastal,Introduced,29.57,13.07,6.78,Black,Female,Shrub,55.58,2,2.69,D,Small,18,No,NA
524,Louisiana,LO,31,-92,Coastal,Introduced,30.3,12.3,6.67,Brown,Male,NA,     NA,   NA,  NA,A,Medium,15,No,NA
525,Louisiana,LO,31,-92,Coastal,Introduced,29.11,12.61,6.71,Brown,Female,Tree,1113.41,2,2.66,C,Small,16,No,NA
526,Louisiana,LO,31,-92,Coastal,Introduced,31.05,13.05,6.78,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
527,Louisiana,LO,31,-92,Coastal,Introduced,31.38,13.38,6.83,Brown,Male,NA,     NA,   NA,  NA,C,Small,16,No,NA
528,Louisiana,LO,31,-92,Coastal,Introduced,30.38,13.88,6.9,Black,Female,Shrub,64.59,3,2.97,D,Small,18,No,NA
529,Louisiana,LO,31,-92,Coastal,Introduced,32.86,16.36,7.28,Grey,Female,Tree,1663.62,2,2.55,E,Small,16,No,NA
530,Louisiana,LO,31,-92,Coastal,Introduced,30.78,14.28,6.96,Grey,Female,Tree,1163.69,2,2.75,E,Small,16,No,NA
531,Belize,BE,17.25,-88.75,Coastal,Introduced,30.68,14.56,7.14,Black,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
532,Belize,BE,17.25,-88.75,Coastal,Introduced,31.6,15.48,7.27,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
533,Belize,BE,17.25,-88.75,Coastal,Introduced,28.8,14.18,7.08,Black,Female,Shrub,43.73,3,2.66,D,Small,23,Yes,Avian
534,Belize,BE,17.25,-88.75,Coastal,Introduced,28.71,14.09,7.07,Black,Female,Shrub,57.61,4,2.85,D,Small,23,Yes,Avian
535,Belize,BE,17.25,-88.75,Coastal,Introduced,31.5,15.38,7.26,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
536,Belize,BE,17.25,-88.75,Coastal,Introduced,29.15,14.54,7.13,Black,Female,Shrub,38.05,3,2.59,D,Small,23,Yes,Avian
537,Belize,BE,17.25,-88.75,Coastal,Introduced,30.59,14.47,7.12,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
538,Belize,BE,17.25,-88.75,Coastal,Introduced,28.17,13.56,6.98,Brown,Female,Shrub,36.74,3,2.57,E,Small,21,Yes,Avian
539,Belize,BE,17.25,-88.75,Coastal,Introduced,26.25,11.63,6.7,Black,Female,Shrub,56.04,4,2.83,D,Small,23,Yes,Avian
540,Belize,BE,17.25,-88.75,Coastal,Introduced,28.67,14.05,7.06,Black,Female,Shrub,43.38,3,2.66,D,Small,23,Yes,Avian
541,Belize,BE,17.25,-88.75,Coastal,Introduced,30,13.88,7.03,Black,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
542,Belize,BE,17.25,-88.75,Coastal,Introduced,31.05,14.94,7.19,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
543,Belize,BE,17.25,-88.75,Coastal,Introduced,31.18,15.07,7.21,Grey,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
544,Belize,BE,17.25,-88.75,Coastal,Introduced,27.97,13.35,6.95,Black,Female,Shrub,42.45,3,2.65,C,Large,16,Yes,Avian
545,Belize,BE,17.25,-88.75,Coastal,Introduced,30.83,14.71,7.16,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
546,Belize,BE,17.25,-88.75,Coastal,Introduced,28.45,13.83,7.03,Brown,Female,Tree,970.39,3,2.46,E,Small,21,Yes,Avian
547,Belize,BE,17.25,-88.75,Coastal,Introduced,32.27,16.15,7.37,Grey,Male,NA,     NA,   NA,  NA,A,Small,16,Yes,Avian
548,Belize,BE,17.25,-88.75,Coastal,Introduced,30.49,14.37,7.11,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
549,Belize,BE,17.25,-88.75,Coastal,Introduced,32.32,16.2,7.38,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
550,Belize,BE,17.25,-88.75,Coastal,Introduced,29.02,14.41,7.11,Black,Female,Shrub,28.68,2,2.08,C,Large,16,Yes,Avian
551,Belize,BE,17.25,-88.75,Coastal,Introduced,32.04,15.93,7.34,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
552,Belize,BE,17.25,-88.75,Coastal,Introduced,30.75,14.63,7.15,Grey,Male,NA,     NA,   NA,  NA,C,Large,16,Yes,Avian
553,Belize,BE,17.25,-88.75,Coastal,Introduced,28.86,14.24,7.09,Black,Female,Shrub,20.17,3,2.56,D,Small,23,Yes,Avian
554,Belize,BE,17.25,-88.75,Coastal,Introduced,30.78,14.67,7.15,Grey,Male,NA,     NA,   NA,  NA,B,Small,29,Yes,Avian
555,Belize,BE,17.25,-88.75,Coastal,Introduced,31,16.39,7.41,Black,Female,Shrub,36.1,3,2.53,D,Small,23,Yes,Avian
556,Belize,BE,17.25,-88.75,Coastal,Introduced,28.15,13.54,6.98,Brown,Female,Shrub,33.6,3,2.74,E,Small,21,Yes,Avian
